1720607459,StartEvent,5322821746056430027
1720607459,GraphDifficEvent,5322821746056430027
1720607459,DDAGraphActEvent,5322821746056430027
1720607459,LevelDifficultyEvent,5322821746056430027,EASY
1720607500,StartLevelEvent,5322821746056430027,1,"Level1"
1720607564,LostHealthEvent,5322821746056430027,"1"
1720607564,LevelCompletedEvent,5322821746056430027
1720607564,GraphDifficEvent,5322821746056430027
1720607564,GraphDifficEvent,5322821746056430027
1720607564,DDAGraphActEvent,5322821746056430027
1720607564,EndLevelEvent,5322821746056430027,1,"Level1"
1720607565,StartLevelEvent,5322821746056430027,2,"Level5"
1720607639,LostHealthEvent,5322821746056430027,"1"
1720607639,LevelCompletedEvent,5322821746056430027
1720607639,GraphDifficEvent,5322821746056430027
1720607639,GraphDifficEvent,5322821746056430027
1720607639,GraphDifficEvent,5322821746056430027
1720607639,DDAGraphActEvent,5322821746056430027
1720607639,EndLevelEvent,5322821746056430027,2,"Level5"
1720607640,StartLevelEvent,5322821746056430027,3,"Level4_Hard"
1720607730,LostHealthEvent,5322821746056430027,"3"
1720607730,LevelCompletedEvent,5322821746056430027
1720607730,GraphDifficEvent,5322821746056430027
1720607730,GraphDifficEvent,5322821746056430027
1720607730,GraphDifficEvent,5322821746056430027
1720607730,DDAGraphActEvent,5322821746056430027
1720607730,EndLevelEvent,5322821746056430027,3,"Level4_Hard"
1720607731,StartLevelEvent,5322821746056430027,4,"Level2_Hard"
1720607829,LostHealthEvent,5322821746056430027,"3"
1720607829,LevelCompletedEvent,5322821746056430027
1720607829,GraphDifficEvent,5322821746056430027
1720607829,GraphDifficEvent,5322821746056430027
1720607829,GraphDifficEvent,5322821746056430027
1720607829,DDAGraphActEvent,5322821746056430027
1720607829,EndLevelEvent,5322821746056430027,4,"Level2_Hard"
1720607830,StartLevelEvent,5322821746056430027,5,"Level3_Hard"
1720607928,LostHealthEvent,5322821746056430027,"3"
1720607928,LevelCompletedEvent,5322821746056430027
1720607928,GraphDifficEvent,5322821746056430027
1720607928,GraphDifficEvent,5322821746056430027
1720607928,GraphDifficEvent,5322821746056430027
1720607928,DDAGraphActEvent,5322821746056430027
1720607928,EndLevelEvent,5322821746056430027,5,"Level3_Hard"
1720607929,StartLevelEvent,5322821746056430027,6,"Level1_Hard"
1720607966,BulletDodgedEvent,5322821746056430027
1720607966,BulletDodgedEvent,5322821746056430027
1720608069,BulletDodgedEvent,5322821746056430027
1720608072,BulletDodgedEvent,5322821746056430027
1720608078,BulletDodgedEvent,5322821746056430027
1720608085,LostHealthEvent,5322821746056430027,"1"
1720608085,LevelCompletedEvent,5322821746056430027
1720608085,GraphDifficEvent,5322821746056430027
1720608085,GraphDifficEvent,5322821746056430027
1720608085,GraphDifficEvent,5322821746056430027
1720608085,DDAGraphActEvent,5322821746056430027
1720608085,EndLevelEvent,5322821746056430027,6,"Level1_Hard"
1720608086,StartLevelEvent,5322821746056430027,7,"Level4_Hard"
1720608143,PlayerDeathEvent,5322821746056430027,"-2,953886","-5,0818"
1720608144,GraphDifficEvent,5322821746056430027
1720608144,GraphDifficEvent,5322821746056430027
1720608144,DDAGraphActEvent,5322821746056430027
1720608144,EndLevelEvent,5322821746056430027,7,"Level4_Hard"
1720608155,EndEvent,5322821746056430027
