1720739418,StartEvent,7775408991886709132
1720739418,GraphDifficEvent,7775408991886709132
1720739418,GraphDifficEvent,7775408991886709132
1720739418,DDAGraphActEvent,7775408991886709132
1720739418,LevelDifficultyEvent,7775408991886709132,EASY
1720739434,StartLevelEvent,7775408991886709132,1,"Level4"
1720739510,LostHealthEvent,7775408991886709132,"2"
1720739510,LevelCompletedEvent,7775408991886709132
1720739510,EndLevelEvent,7775408991886709132,1,"Level4"
1720739511,StartLevelEvent,7775408991886709132,2,"Level2"
1720739567,LostHealthEvent,7775408991886709132,"3"
1720739567,LevelCompletedEvent,7775408991886709132
1720739567,EndLevelEvent,7775408991886709132,2,"Level2"
1720739568,StartLevelEvent,7775408991886709132,3,"Level5"
1720739628,LostHealthEvent,7775408991886709132,"4"
1720739628,LevelCompletedEvent,7775408991886709132
1720739628,EndLevelEvent,7775408991886709132,3,"Level5"
1720739629,StartLevelEvent,7775408991886709132,4,"Level3"
1720739698,LostHealthEvent,7775408991886709132,"4"
1720739698,LevelCompletedEvent,7775408991886709132
1720739698,EndLevelEvent,7775408991886709132,4,"Level3"
1720739699,StartLevelEvent,7775408991886709132,5,"Level1"
1720739820,LostHealthEvent,7775408991886709132,"1"
1720739820,LevelCompletedEvent,7775408991886709132
1720739820,EndLevelEvent,7775408991886709132,5,"Level1"
1720739821,StartLevelEvent,7775408991886709132,6,"Level2"
1720739839,BulletDodgedEvent,7775408991886709132
1720739918,LostHealthEvent,7775408991886709132,"2"
1720739918,LevelCompletedEvent,7775408991886709132
1720739918,EndLevelEvent,7775408991886709132,6,"Level2"
1720739919,StartLevelEvent,7775408991886709132,7,"Level4"
1720739967,BulletDodgedEvent,7775408991886709132
1720739986,LostHealthEvent,7775408991886709132,"10"
1720739986,LevelCompletedEvent,7775408991886709132
1720739986,EndLevelEvent,7775408991886709132,7,"Level4"
1720739987,StartLevelEvent,7775408991886709132,8,"Level3"
1720740094,LostHealthEvent,7775408991886709132,"2"
1720740094,LevelCompletedEvent,7775408991886709132
1720740094,EndLevelEvent,7775408991886709132,8,"Level3"
1720740095,StartLevelEvent,7775408991886709132,9,"Level1"
1720740213,PlayerDeathEvent,7775408991886709132,"-3,681306","-8,016655"
1720740215,EndLevelEvent,7775408991886709132,9,"Level1"
1720740224,EndEvent,7775408991886709132
